X,Y,Cluster
-122.397988272381,37.723007833642896,0
-122.448721901361,37.783785017246,0
-122.415605496237,37.767717752066496,0
-122.433419665092,37.7683076620028,0
-122.388888409512,37.7883279710132,0
-122.409529913278,37.7657184395282,0
-122.468062140386,37.7306481409074,0
-122.419126295342,37.7869849580362,0
-122.422158110393,37.7670020286478,0
-122.408552561609,37.7605167249431,0
-122.42679961735,37.7408779454292,0
-122.41452044649598,37.76218311024579,0
-122.422067184937,37.737362360521296,0
-122.413893155951,37.782346520673,0
-122.415270023651,37.8058980113661,0
-122.475644251136,37.743050553525705,0
-122.461163238283,37.7191248815986,0
-122.403404791479,37.775420706711,0
-122.431083812685,37.7671998905043,0
-122.392643753605,37.736784880051296,0
-122.421249543257,37.7643357809244,0
-122.421619493654,37.773433937273005,0
-122.415089059899,37.7573197989318,0
-122.454774651519,37.788937252635705,0
-122.414029805255,37.7699728175044,0
-122.444582631291,37.78748644540861,0
-122.403404791479,37.775420706711,0
-122.415694922134,37.7825851968467,0
-122.407544906452,37.7651192951994,0
-122.417332582598,37.7635718955939,0
-122.408622974321,37.7976265594608,0
-122.414269361877,37.7842081124308,0
-122.484872200768,37.782939257871,0
-122.403864541976,37.798222643742704,0
-122.432198022433,37.7651107322703,0
-122.409592107162,37.7567758426549,0
-122.412424364002,37.7680741693848,0
-122.408421116922,37.7835699386918,0
-122.457040369613,37.730990568835296,0
-122.436284741983,37.737322745493294,0
-122.402142725311,37.7791933366389,0
-122.412838554026,37.7509678760804,0
-122.406690592261,37.7852071918419,0
-122.413135715743,37.7862599043196,0
-122.399429779768,37.777712446136,0
-122.387365608742,37.74467857519221,0
-122.489069254633,37.7489894769229,0
-122.395149150733,37.722871905668704,0
-122.419671780296,37.7650501214668,0
-122.407434989523,37.787515874162295,0
-122.397010347798,37.7936404234689,0
-122.439115673087,37.7815210740947,0
-122.425589711464,37.7894737910387,0
-122.451864552636,37.7693505381781,0
-122.418110537872,37.7858627664608,0
-122.411965795229,37.78491418595621,0
-122.493041235607,37.7749563681874,0
-122.418156523953,37.7868103734135,0
-122.40367998233,37.7981913307058,0
-122.416459785313,37.7860170554787,0
-122.442299307878,37.7887809812133,0
-122.392134062208,37.7916972492914,0
-122.405359371753,37.7859774761625,0
-122.465757150563,37.714228536469896,0
-122.46644268420602,37.7659245297691,0
-122.421033090567,37.79193935048,0
-122.438808662559,37.7343842612378,0
-122.402712593282,37.783259654397895,0
-122.440648159209,37.7618455002584,0
-122.403404791479,37.775420706711,0
-122.403404791479,37.775420706711,0
-122.40775651157,37.7577060395772,0
-122.395985970867,37.77883482056821,0
-122.406346425632,37.7791674218963,0
-122.402116556292,37.7332354676556,0
-122.428992673997,37.7857262026184,0
-122.45353456066002,37.76916629780521,0
-122.437596963153,37.7865485866412,0
-122.4859465624,37.782889576478894,0
-122.409247675547,37.7813987340892,0
-122.418729600557,37.785007503993,0
-122.430018655242,37.7668305229582,0
-122.401201213588,37.7937743739296,0
-122.419545976524,37.75135238699001,0
-122.396920775993,37.7857918163181,0
-122.409703678335,37.7778041541706,0
-122.467102254248,37.7827705350074,0
-122.39898086887,37.786209557036,0
-122.403208277822,37.7908083300178,0
-122.413771304802,37.74930457786579,0
-122.431198102219,37.7966227701002,0
-122.451998028803,37.7780501202623,0
-122.507129678919,37.762236273544005,0
-122.426341418233,37.762579310920295,0
-122.403402998592,37.730658826685,0
-122.464740619379,37.7273727885074,0
-122.422404422276,37.789876481740606,0
-122.403404791479,37.775420706711,0
-122.365565425353,37.8096707013239,1
-122.454797121611,37.7158849109873,0
-122.418549940195,37.7642837095036,0
-122.408710606671,37.7809706721824,0
-122.40697950796302,37.739566960911,0
-122.412803753,37.8057739875696,0
-122.431028702713,37.7658672394532,0
-122.46256031901,37.7252945346576,0
-122.393211507811,37.736160379973605,0
-122.413069926397,37.7820204255866,0
-122.412192555721,37.7816045741252,0
-122.41965834371,37.7642205603745,0
-122.435579030831,37.7661235460584,0
-122.491297226769,37.7826440606001,0
-122.414056291891,37.7827931071006,0
-122.402841680867,37.7450364333137,0
-122.428549892175,37.775158016907504,0
-122.406926278297,37.7794747749628,0
-122.44548296475,37.7331371661619,0
-122.413814292432,37.80703620711829,0
-122.464399080237,37.7142937892046,0
-122.394438859914,37.73644389967321,0
-122.429128783477,37.769455617859286,0
-122.388158941787,37.7323536922436,0
-122.452706340322,37.7692156705894,0
-122.478884586609,37.7258438313416,0
-122.411800134753,37.7840890366868,0
-122.392135366031,37.75771063943501,0
-122.412041125438,37.7534100942238,0
-122.432911300716,37.727178731553,0
-122.40801449292,37.7859507767613,0
-122.414077045538,37.8037038923979,0
-122.414433155063,37.7846576329256,0
-122.45850554144,37.7761901455049,0
-122.439611799655,37.7881165194416,0
-122.469356888345,37.7141960994308,0
-122.417662868855,37.766274431582495,0
-122.429677599183,37.7762669267975,0
-122.395771897062,37.7572927810101,0
-122.442972406311,37.7757783597295,0
-122.399833846531,37.781043217933394,0
-122.475647460786,37.7285280627465,0
-122.440660894634,37.7205097496756,0
-122.416408207436,37.7229001380285,0
-122.410939205559,37.7792122589856,0
-122.398182124025,37.7690432950377,0
-122.408068345148,37.7839916768161,0
-122.464487302014,37.749732195722,0
-122.405618998022,37.7785045190918,0
-122.421202249523,37.7673951722732,0
-122.41965834371,37.7642205603745,0
-122.404282497745,37.7982249345487,0
-122.458857560736,37.78220007231379,0
-122.403404791479,37.775420706711,0
-122.435453929315,37.7805612820761,0
-122.411778295992,37.7839805592634,0
-122.418360181974,37.783149897821104,0
-122.404793641916,37.788804548889,0
-122.404296869791,37.74044593571,0
-122.407633520742,37.7841893501425,0
-122.501116909502,37.7531526306974,0
-122.413869632554,37.7818621883021,0
-122.435649794056,37.7435705564616,0
-122.41344955677602,37.75736377959689,0
-122.415005297689,37.75001792273071,0
-122.413367789821,37.7702457299466,0
-122.380699830668,37.7297194419738,0
-122.441056144882,37.7258890823677,0
-122.44712374185,37.7709342643218,0
-122.408231026261,37.787359494956,0
-122.409660751795,37.7864394524764,0
-122.391589166364,37.762859789911,0
-122.425494570183,37.7646442347449,0
-122.399637532645,37.7559739737626,0
-122.415632654294,37.7863587808386,0
-122.408196138082,37.7480941047928,0
-122.408040474858,37.7864094033618,0
-122.416872883664,37.75876402011321,0
-122.410509258795,37.786043222299206,0
-122.421886357981,37.7649178909424,0
-122.438928631199,37.780587449040105,0
-122.411747062829,37.7510350321605,0
-122.415676015865,37.7949349266029,0
-122.403404791479,37.775420706711,0
-122.407244087032,37.7865647607685,0
-122.430018655242,37.7668305229582,0
-122.409529913278,37.7657184395282,0
-122.44958034096202,37.7820535935304,0
-122.408407397189,37.79914232652379,0
-122.409708423721,37.78282764988379,0
-122.380933670061,37.727442350503104,0
-122.396612261014,37.7950446763389,0
-122.389849114797,37.7304741509374,0
-122.418277044979,37.8079624466014,0
-122.397497373637,37.75230663222629,0
-122.429644614552,37.7722642986091,0
-122.441393701114,37.77172731417711,0
-122.474899151688,37.7269905309861,0
-122.417672923626,37.7881242734432,0
-122.415508242782,37.7816542806076,0
-122.41402726268998,37.7718636177154,0
-122.403404791479,37.775420706711,0
-122.408560037296,37.7825859895625,0
-122.402232454229,37.7984302773369,0
-122.457550604445,37.7114523851458,0
-122.418732763058,37.74749552685429,0
-122.422695629365,37.7921733284528,0
-122.495723231894,37.775733231644,0
-122.451288061231,37.7693967099165,0
-122.406970988225,37.7725273607571,0
-122.421747650463,37.7627436601147,0
-122.409677317108,37.7479321533574,0
-122.421644478447,37.7429970144076,0
-122.401474290362,37.7976323512271,0
-122.464279879446,37.7800332991006,0
-122.41251534135598,37.78047774805079,0
-122.420254960348,37.774358171070105,0
-122.419507546169,37.7763700981455,0
-122.409440952634,37.75111815104739,0
-122.408953598279,37.783287873572,0
-122.401096851568,37.7245556697717,0
-122.411359138357,37.7764944808779,0
-122.485424200821,37.782054398286704,0
-122.431032076738,37.7958010456568,0
-122.430007139056,37.786990030826296,0
-122.4338668246,37.78938922271779,0
-122.494852956187,37.7393818783422,0
-122.431181214257,37.7714789291664,0
-122.409391574893,37.7779765037999,0
-122.415929849555,37.7604330003799,0
-122.431240435829,37.7840280157969,0
-122.434445230029,37.7793019548371,0
-122.476439526618,37.7833176089797,0
-122.42412350881,37.80336133563621,0
-122.413163134276,37.7749926445385,0
-122.405395493939,37.7835100715421,0
-122.415448759562,37.778293520129,0
-122.439742646877,37.7315851821106,0
-122.434733246306,37.7849443169746,0
-122.403404791479,37.775420706711,0
-122.406338412685,37.7530042877223,0
-122.401817240144,37.788440503956,0
-122.392493074979,37.718903919212,0
-122.404155994669,37.7927292290324,0
-122.46856416247,37.780821519541,0
-122.389286347131,37.7310998921861,0
-122.41223289143,37.70861725745429,0
-122.405008754865,37.7186464286425,0
-122.411778295992,37.7839805592634,0
-122.408597386677,37.789224205873,0
-122.407707096397,37.785103454566105,0
-122.406604919508,37.7571580431915,0
-122.429687496287,37.776975788500096,0
-122.439037573428,37.776802154003896,0
-122.396707150509,37.7855429502812,0
-122.446165617978,37.7701611813393,0
-122.408828429126,37.749601752163294,0
-122.404071611406,37.7772741854354,0
-122.408980216324,37.751200748567,0
-122.403404791479,37.775420706711,0
-122.410293519697,37.7822305869807,0
-122.392134062208,37.7916972492914,0
-122.411742515582,37.7858882195106,0
-122.407258776463,37.7821176524238,0
-122.413189430011,37.77127369135761,0
-122.446872959636,37.7781452956178,0
-122.406515437048,37.7340174392034,0
-122.399443658942,37.73017601616471,0
-122.410478069487,37.7662463209137,0
-122.435839655101,37.74015391631679,0
-122.439480772215,37.7833088100623,0
-122.421744604952,37.7405796744409,0
-122.401846367522,37.7790324136251,0
-122.419018144903,37.7522051632884,0
-122.407413025963,37.7874074125228,0
-122.412930522059,37.7838344374141,0
-122.437985362628,37.7087981055096,0
-122.478697901906,37.7282096254258,0
-122.41965834371,37.7642205603745,0
-122.409202487854,37.77689582101829,0
-122.422340020122,37.7987607166938,0
-122.421202249523,37.7673951722732,0
-122.406604919508,37.7571580431915,0
-122.413869632554,37.7818621883021,0
-122.391090325597,37.736908565728704,0
-122.403404791479,37.775420706711,0
-122.390872523812,37.73875194974379,0
-122.427357621556,37.7419919709025,0
-122.388379873919,37.783310406701496,0
-122.432683166148,37.7152742244526,0
-122.405411518793,37.795329308007496,0
-122.40784335615,37.797777359358896,0
-122.4286923384,37.780466784489896,0
-122.409529913278,37.7657184395282,0
-122.441147713309,37.7997018632448,0
-122.412320907436,37.7807642254398,0
-122.395513264888,37.7536178531447,0
-122.449958075222,37.7658000842636,0
-122.42573060453998,37.7779109179554,0
-122.426811682595,37.72799786551021,0
-122.41965834371,37.7642205603745,0
-122.414974821368,37.7418768608865,0
-122.418535416755,37.7653852856665,0
-122.418725622466,37.7349839264697,0
-122.4379901763,37.7759248653237,0
-122.463894088904,37.7829092614438,0
-122.413287527194,37.7711962032376,0
-122.428840433603,37.780972734343706,0
-122.44522173658,37.7213180299807,0
-122.407521730924,37.7983830790911,0
-122.497375133117,37.7532639577885,0
-122.409256096494,37.788239899778,0
-122.43144962232,37.7937663104892,0
-122.394095034837,37.73673119670779,0
-122.365565425353,37.8096707013239,1
-122.410955248906,37.7841399509594,0
-122.386420682565,37.72954477299589,0
-122.41925042197,37.7838069204559,0
-122.448578484966,37.769797716883104,0
-122.385750644723,37.733551160888,0
-122.41126513685,37.78213926815221,0
-122.403404791479,37.775420706711,0
-122.412845031536,37.7748170645635,0
-122.412416499234,37.7994109580396,0
-122.428841247363,37.7843467971616,0
-122.407519554415,37.8027219746849,0
-122.450709919118,37.7695262270744,0
-122.425554815102,37.7438223420256,0
-122.479384039748,37.780332697223294,0
-122.414619686906,37.785583058847,0
-122.390971734551,37.73401521807229,0
-122.43575101831,37.79872821788229,0
-122.406460643507,37.7979466732983,0
-122.410661460251,37.8074277511648,0
-122.39434785768,37.7499131969111,0
-122.424180902395,37.77858641005511,0
-122.415929849548,37.7604330003754,0
-122.392217325574,37.7356625997873,0
-122.505121700447,37.7632523230871,0
-122.42261368279,37.7926430342855,0
-122.486796031779,37.74721892612,0
-122.406725329529,37.7585641691709,0
-122.405294845215,37.7863072236365,0
-122.404277568186,37.7879185264229,0
-122.41931732407,37.7879136979106,0
-122.489538601754,37.772324696630896,0
-122.410963156105,37.730832095589,0
-122.40950430935,37.781526271747,0
-122.419671780296,37.7650501214668,0
-122.420874632422,37.7914943051677,0
-122.42502283482,37.7866637003864,0
-122.403404791479,37.775420706711,0
-122.430726266807,37.7627516837424,0
-122.415821891164,37.787293291087714,0
-122.390971734551,37.73401521807229,0
-122.391619364836,37.745734152618,0
-122.412883177933,37.7853530358936,0
-122.408125184867,37.7930721329454,0
-122.419983447697,37.768272676361896,0
-122.402771389219,37.775766337636,0
-122.413045971966,37.7738617771611,0
-122.41967661615,37.7658510977435,0
-122.422105959413,37.80171060452121,0
-122.400268878381,37.7610683588912,0
-122.419520367886,37.764228935718,0
-122.416070932811,37.76121422366271,0
-122.501324836391,37.772705301276105,0
-122.419257894814,37.7751462916539,0
-122.433093496074,37.7633873513246,0
-122.434856780211,37.760077705313705,0
-122.374019331833,37.729203356539,0
-122.396893909407,37.7830194257801,0
-122.459212410375,37.724532960995,0
-122.413521382854,37.7459346721114,0
-122.448019046655,37.7890161240958,0
-122.405248327082,37.754404748573,0
-122.365565425353,37.8096707013239,1
-122.408068345148,37.7839916768161,0
-122.420556751442,37.7108945814914,0
-122.503655868677,37.7576994964286,0
-122.446239317951,37.763901301591,0
-122.395815475491,37.7911527166535,0
-122.390933186887,37.7501845932916,0
-122.405618748152,37.7903200915161,0
-122.409129633669,37.7838066631424,0
-122.42038431515,37.768304409458295,0
-122.407531316146,37.72329108650701,0
-122.402525148726,37.774342332002,0
-122.38628498363998,37.7312896874195,0
-122.479103193027,37.77746261651279,0
-122.39190426086,37.7551569778285,0
-122.423326648277,37.7264125201889,0
-122.407877787733,37.785968007677496,0
-122.406030209074,37.7970585539894,0
-122.410135236377,37.78418890752671,0
-122.410661460251,37.8074277511648,0
-122.415863818297,37.7482130107284,0
-122.432116233695,37.7800304351156,0
-122.418753848152,37.7562250119744,0
-122.440359655894,37.770848020363296,0
-122.436631556381,37.7294469329804,0
-122.390416955517,37.7355926106176,0
-122.393211507811,37.736160379973605,0
-122.405646994575,37.738322186937296,0
-122.403404791479,37.775420706711,0
-122.409764501585,37.7495453823292,0
-122.397814506334,37.7821372491619,0
-122.465490381382,37.7819066124774,0
-122.409849441655,37.78327552025671,0
-122.46719721162,37.7225290019071,0
-122.403404791479,37.775420706711,0
-122.432999088569,37.7513144025718,0
-122.433435118635,37.77890618103879,0
-122.415632654294,37.7863587808386,0
-122.444079929107,37.782258327186106,0
-122.41827417166,37.7870372043685,0
-122.41965834371,37.7642205603745,0
-122.471093401513,37.7560382267212,0
-122.408149081634,37.8034329268671,0
-122.39847312276,37.7531483460231,0
-122.395891602231,37.75723746835821,0
-122.471796877153,37.7310310952757,0
-122.432914603494,37.7843533426568,0
-122.43746394568998,37.7146684580078,0
-122.402046531292,37.77927235242321,0
-122.388318045049,37.757939423202,0
-122.421747650463,37.7627436601147,0
-122.420439512717,37.7810308461783,0
-122.407244087032,37.7865647607685,0
-122.401365871948,37.751307441333296,0
-122.426955631709,37.76924706320701,0
-122.509895418239,37.7723131976814,0
-122.419528998826,37.762877666705606,0
-122.403404791479,37.775420706711,0
-122.436177137685,37.7142089386085,0
-122.420529801066,37.7110023300609,0
-122.452302496531,37.7314334346391,0
-122.478347225308,37.757840796741206,0
-122.413001670763,37.7760763116549,0
-122.433301088413,37.7670659594493,0
-122.40950430935,37.781526271747,0
-122.417368206741,37.79050941515951,0
-122.412280369992,37.7108662317571,0
-122.39829749119,37.72661212259671,0
-122.394438859914,37.73644389967321,0
-122.414576897,37.7894768075723,0
-122.483190343565,37.74271776811079,0
-122.413311792854,37.7389835945917,0
-122.426390080828,37.7185612508135,0
-122.420580440119,37.76499686229821,0
-122.423098270217,37.7103045151288,0
-122.402742650098,37.77839909437471,0
-122.494272914135,37.7618546152987,0
-122.416293820935,37.777493677735,0
-122.379483705157,37.7357419110951,0
-122.473948709071,37.7477858761479,0
-122.475647460786,37.7285280627465,0
-122.431651599382,37.773811966469495,0
-122.474935296304,37.722022925911006,0
-122.387457937164,37.7490065243675,0
-122.414668520147,37.7996995580589,0
-122.407802668376,37.7893818905021,0
-122.434545854396,37.75609366944629,0
-122.400272577535,37.7871789681666,0
-122.416230392543,37.7636337702985,0
-122.422090267894,37.780821970809896,0
-122.421522884872,37.77802112575829,0
-122.448043124426,37.7823710354663,0
-122.406539115148,37.7564864109309,0
-122.407152172242,37.7903655795398,0
-122.391269033034,37.7398531385507,0
-122.406592269796,37.7875673013055,0
-122.417107986993,37.7122561827524,0
-122.394985875925,37.77709095340229,0
-122.480476522831,37.7346352075618,0
-122.409853729941,37.7833862379382,0
-122.434245628579,37.7989196717212,0
-122.419508197521,37.78885654213821,0
-122.440897932227,37.7306723109809,0
-122.413047972078,37.7819119628298,0
-122.416446124049,37.7329162539537,0
-122.428729400943,37.7716078589058,0
-122.432168165552,37.7809799644491,0
-122.401560967513,37.7840888680389,0
-122.424452360313,37.7966384046286,0
-122.454626813785,37.7219048931886,0
-122.421445891972,37.75123722407329,0
-122.41965834371,37.7642205603745,0
-122.428430536851,37.7216346608384,0
-122.412436901867,37.7834857455601,0
-122.409738771906,37.7703482035454,0
-122.475647460786,37.7285280627465,0
-122.407376463936,37.7799892619986,0
-122.403924079209,37.7806992112685,0
-122.41742986085,37.7785349354394,0
-122.384907106098,37.7368469604958,0
-122.407139235455,37.7393186205107,0
-122.417107986993,37.7122561827524,0
-122.450498186513,37.7095418078929,0
-122.417577215102,37.7603888134229,0
-122.412782236976,37.8056654684523,0
-122.435435915571,37.7535503376168,0
-122.465239015938,37.772502862943,0
-122.403404791479,37.775420706711,0
-122.403147883142,37.779995959798,0
-122.481703856353,37.7511859296868,0
-122.450682500949,37.7690417439297,0
-122.405517223277,37.7970642284992,0
-122.449270249224,37.7846856433216,0
-122.429387065868,37.7960104310795,0
-122.403404791479,37.775420706711,0
-122.414593831954,37.7851199839553,0
-122.406539115148,37.7564864109309,0
-122.409981227769,37.7974004148406,0
-122.408421116922,37.7835699386918,0
-122.421886357981,37.7649178909424,0
-122.387313799871,37.7395687066051,0
-122.403404791479,37.775420706711,0
-122.419671780296,37.7650501214668,0
-122.421644478447,37.7429970144076,0
-122.460845506311,37.7139872622666,0
-122.420226685602,37.799107201992605,0
-122.432006387715,37.7212381938463,0
-122.41557882881,37.8044706948304,0
-122.389326010609,37.736796841173295,0
-122.413147019892,37.7549540482182,0
-122.416230392551,37.7636337703031,0
-122.396274357968,37.7606549517992,0
-122.427991151911,37.78495312416121,0
-122.434101662511,37.7943138372159,0
-122.390164818774,37.7316630694909,0
-122.390462451214,37.790393971625,0
-122.406481972743,37.782731788488704,0
-122.387939452192,37.7422600519555,0
-122.463579712317,37.7152350146625,0
-122.42050707366998,37.7585455359309,0
-122.392358613173,37.7296428113142,0
-122.432449401952,37.72763680824129,0
-122.407538332327,37.7657827544322,0
-122.480078191341,37.7587369401797,0
-122.420818330445,37.7828946450912,0
-122.406734358351,37.7248028091791,0
-122.413259498719,37.7829514828801,0
-122.401161555602,37.7820238478975,0
-122.387177992886,37.7461569686628,0
-122.501383144782,37.7644789769212,0
-122.413069926397,37.7820204255866,0
-122.408595110869,37.7837069301545,0
-122.484216211827,37.7802409146585,0
-122.403404791479,37.775420706711,0
-122.418887293065,37.757621721202895,0
-122.411742515582,37.7858882195106,0
-122.407591091073,37.7883401187101,0
-122.409011206639,37.7811340568243,0
-122.378392257534,37.7323312464378,0
-122.403499804598,37.7964183278764,0
-122.42384881373002,37.8062214269911,0
-122.420337977211,37.7812881245951,0
-122.423031175088,37.7854818747419,0
-122.420393969897,37.7520651297079,0
-122.419528998826,37.762877666705606,0
-122.431449078966,37.7417629195926,0
-122.417028392106,37.7603656931573,0
-122.405359371753,37.7859774761625,0
-122.404587539604,37.78673168085329,0
-122.417710344733,37.7842362877657,0
-122.408518394535,37.773760403167,0
-122.401182192162,37.7804798452982,0
-122.407474439624,37.779911669335,0
-122.413654405257,37.7932715347608,0
-122.418467747931,37.7879652569797,0
-122.417594247706,37.7840149232554,0
-122.416893710739,37.7842860480389,0
-122.393092579681,37.7823359738287,0
-122.445451730369,37.7298397121608,0
-122.427127092149,37.72205469469471,0
-122.405895369887,37.786734218498296,0
-122.411987643595,37.7850226622786,0
-122.432494754788,37.7742421037604,0
-122.413174494396,37.786719015554,0
-122.452706340322,37.7692156705894,0
-122.406479975864,37.74105755281301,0
-122.432698723051,37.7642085124936,0
-122.432901431254,37.7614166781504,0
-122.420021755228,37.745390168077705,0
-122.409696355566,37.78175405884821,0
-122.405187364125,37.7745529324018,0
-122.466758005159,37.7291845796038,0
-122.401073706993,37.7215354317028,0
-122.45564374772,37.7217922825182,0
-122.416293820935,37.777493677735,0
-122.40435958711,37.7882726542513,0
-122.462145213369,37.7579474132621,0
-122.413554642635,37.7973671338885,0
-122.503532566149,37.7796037333321,0
-122.387818511433,37.757914483777,0
-122.405702421538,37.791647017554105,0
-122.45315825844,37.71949760050229,0
-122.509109252057,37.758411716434495,0
-122.395513264888,37.7536178531447,0
-122.387586780799,37.7502652918684,0
-122.409055191364,37.7871979591062,0
-122.412054141237,37.7816136403158,0
-122.4814045695,37.7643012943294,0
-122.390416955474,37.7355926105862,0
-122.406212878217,37.786037162351896,0
-122.43403618214,37.7632941952462,0
-122.42412350881,37.80336133563621,0
-122.405834032593,37.778254811523,0
-122.500389789787,37.7727482481316,0
-122.389268993201,37.7865906087571,0
-122.474686297304,37.773922804701705,0
-122.439142054187,37.7810486874604,0
-122.408544242652,37.7657225996528,0
-122.410768766343,37.7832145190013,0
-122.387661658371,37.7187624612428,0
-122.392625489263,37.72928044321751,0
-122.415694922134,37.7825851968467,0
-122.410955248913,37.7841399509365,0
-122.413869632554,37.7818621883021,0
-122.403404791479,37.775420706711,0
-122.407904730522,37.7940589735021,0
-122.416261836834,37.78537508463761,0
-122.409667412997,37.7998691995985,0
-122.396177739066,37.763933041879895,0
-122.414033436394,37.795145203449,0
-122.402088370587,37.778761002203495,0
-122.407780790878,37.7892734176444,0
-122.432116233695,37.7800304351156,0
-122.419819589676,37.7393062616288,0
-122.418918390218,37.7859407304209,0
-122.426726298223,37.7630551847744,0
-122.403404791479,37.775420706711,0
-122.44581311621,37.798175526468896,0
-122.413756897616,37.7605644452279,0
-122.424830541279,37.7985002276043,0
-122.407354509443,37.7917926375029,0
-122.431979576386,37.7800478529923,0
-122.418382008607,37.783258377094896,0
-122.451864552636,37.7693505381781,0
-122.44293624626002,37.7876951560598,0
-122.415834067071,37.795717449877,0
-122.420806049169,37.7528840217529,0
-122.437850882558,37.783717433380296,0
-122.41371122073,37.7796660426062,0
-122.407039055082,37.78075651835911,0
-122.406520987144,37.7850629421661,0
-122.460830178051,37.71310598536179,0
-122.404304136216,37.7442180802683,0
-122.389007629623,37.750229715538,0
-122.403404791479,37.775420706711,0
-122.416878691323,37.759554412523606,0
-122.428238766966,37.8032766201229,0
-122.414822317443,37.8074314598723,0
-122.456202166027,37.765905864994,0
-122.393123359873,37.7576508232124,0
-122.463872679752,37.7762871269046,0
-122.399828442209,37.7166522512925,0
-122.397404037953,37.7800081293648,0
-122.443484105338,37.7776270457032,0
-122.414217804322,37.7832593295025,0
-122.453512911126,37.7686969786551,0
-122.459279821996,37.7869123088171,0
-122.434563737273,37.78415049156629,0
-122.47940029027,37.7643880877304,0
-122.449172649249,37.74278187456071,0
-122.497617897075,37.76358328681221,0
-122.403404791479,37.775420706711,0
-122.467489289439,37.7808779197114,0
-122.445652525154,37.7759612670837,0
-122.459792476018,37.762925745758096,0
-122.411965795229,37.78491418595621,0
-122.384804441062,37.7266675090896,0
-122.398932711095,37.7837848211584,0
-122.380737923208,37.7282764057526,0
-122.45377485668502,37.7662135348094,0
-122.44140815714898,37.7168169212828,0
-122.424540825177,37.745437314028,0
-122.452144682873,37.7818526961918,0
-122.406324313914,37.7536322498822,0
-122.41377030858,37.7745158140477,0
-122.416826908048,37.7871656880286,0
-122.405832474482,37.7857446545609,0
-122.405359371753,37.7859774761625,0
-122.405832474482,37.7857446545609,0
-122.404491592141,37.7537422444114,0
-122.395622324587,37.7224336236684,0
-122.464741958044,37.7430172936494,0
-122.416483539598,37.7218104029251,0
-122.428951613741,37.766799959982,0
-122.419671780296,37.7650501214668,0
-122.39801719158702,37.789490566489,0
-122.419671780296,37.7650501214668,0
-122.433155869003,37.78126734681,0
-122.420021471054,37.7872807075879,0
-122.389601286255,37.73752509484471,0
-122.446034375133,37.783508474458,0
-122.413564091744,37.779514030063,0
-122.40648197275,37.7827317884658,0
-122.388753046997,37.740736054835786,0
-122.406681057265,37.755343095442,0
-122.466196824742,37.7142802754796,0
-122.40284363862,37.7857184692369,0
-122.403404791479,37.775420706711,0
-122.428151140162,37.7857828233879,0
-122.408062265292,37.7427198978114,0
-122.406079770608,37.72041061847521,0
-122.48687846956,37.7809432408925,0
-122.415694922141,37.7825851968238,0
-122.389979849085,37.733521608374296,0
-122.438585307368,37.78732305633472,0
-122.418360181974,37.783149897821104,0
-122.401045229133,37.7878903550851,0
